,Libel,NoLibel
2388,RT @khm8_htt3: 過去の自分へクソみたいな言葉いっぱい言われた。誰のおかげで食えてるんだ、死ねよとか…沢山言われたね。沢山泣いたね、悩んだね。今もﾌﾗｯｼｭﾊﾞｯｸ半端ない。よーく思い出せ。生活費 学費 旅費は誰が出してた？ことん、私だよ。大丈夫‼︎…,RT @khm8_htt3: 過去の自分へクソみたいな言葉いっぱい言われた。誰のおかげで食えてるんだ、見たくないとか…沢山言われたね。沢山泣いたね、悩んだね。今もﾌﾗｯｼｭﾊﾞｯｸ半端ない。よーく思い出せ。生活費 学費 旅費は誰が出してた？ことん、私だよ。大丈夫‼︎…
2389,「ちょｗｗこの声誰んだよ？ｗｗｗｗきめーんだよ死ねよｗｗｗｗｗｗ　・・・・・っ俺かーい！（ズコーッ）」みたいなｗｗ,「ちょｗｗこの声誰んだよ？ｗｗｗｗきめーんだよ見たくないｗｗｗｗｗｗ　・・・・・っ俺かーい！（ズコーッ）」みたいなｗｗ
2390,池袋警察署から不在着信あるやん。Suica停止したからパクったヤツが捨てて親切な人が警察届けたやろ。マジでパクったヤツ本気で死ねよ,池袋警察署から不在着信あるやん。Suica停止したからパクったヤツが捨てて親切な人が警察届けたやろ。マジでパクったヤツ本気で見たくない
2391,@GF_syuri じゃあお前、ここで死ねよ！！ってめちゃくちゃ言いてえけどガンダム知らん人に言ったらドストレートにクソリプでやめた(やめてない),@GF_syuri じゃあお前、ここで見たくない！！ってめちゃくちゃ言いてえけどガンダム知らん人に言ったらドストレートにクソリプでやめた(やめてない)
2392,死ねよ！ブスは！！！,見たくない！ブスは！！！
2393,性ZONEサバイバル刃無料WEB漫画サイト「新都社」でナイフ名義で活動。※ただしナイフ氏の特定作品への粘着叩き、及び「エセキチガイ死ねよ」などの中傷コメント、荒らし行為・中傷行為の為、新都社運営により永久追放されている,性ZONEサバイバル刃無料WEB漫画サイト「新都社」でナイフ名義で活動。※ただしナイフ氏の特定作品への粘着叩き、及び「エセキチガイ見たくない」などの中傷コメント、荒らし行為・中傷行為の為、新都社運営により永久追放されている
2394,あ？なんだお前死ねよバカにしてんなよ。死んだ上でもっかい死ねすぐ死ね #Peing #質問箱 https://t.co/Etl1zg53DQ,あ？なんだお前見たくないバカにしてんなよ。死んだ上でもっかい死ねすぐ死ね #Peing #質問箱 https://t.co/Etl1zg53DQ
2395,なんでおれだけ不調やねん死ねよこのゲームあほくさ https://t.co/nkukixMfHy,なんでおれだけ不調やねん見たくないこのゲームあほくさ https://t.co/nkukixMfHy
2396,死ねよカス,見たくないカス
2397,伊吹と嶽はたまに喧嘩してるけど伊吹はイライラしたらしばらく無視するし嶽はキレたら「死ねよクソ」って暴言吐いてどっかいきますね伊吹は怒ってる相手にしか冷たく当たらないけど、嶽は常に怒りモードになるから…みんなが怯えるから早く仲直りしてくださいね。,伊吹と嶽はたまに喧嘩してるけど伊吹はイライラしたらしばらく無視するし嶽はキレたら「見たくないクソ」って暴言吐いてどっかいきますね伊吹は怒ってる相手にしか冷たく当たらないけど、嶽は常に怒りモードになるから…みんなが怯えるから早く仲直りしてくださいね。
2398,けれどいつかはみんな死ぬだろうあ、そう それなら今死ねよ死を想うだけ そしてヌくだけ何故そんな風に 眠る？【ワンダーアンダーテイカー】,けれどいつかはみんな死ぬだろうあ、そう それなら今見たくない死を想うだけ そしてヌくだけ何故そんな風に 眠る？【ワンダーアンダーテイカー】
2399,学生時代いじめっ子：なんでお前ピアノなんか習ってんのｗ女みたいｗ死ねよｗｗヴァジム：ベートーベンもモーツァルトもゴッホもショパンもみんな男だろうが。女どこにいんだよ言ってみろよいじめっ子：ヴァジム：(ゴッホじゃねぇバッハだ。あいつは画家だ間違えた),学生時代いじめっ子：なんでお前ピアノなんか習ってんのｗ女みたいｗ見たくないｗｗヴァジム：ベートーベンもモーツァルトもゴッホもショパンもみんな男だろうが。女どこにいんだよ言ってみろよいじめっ子：ヴァジム：(ゴッホじゃねぇバッハだ。あいつは画家だ間違えた)
2400,RT @hetare808ceo: ペット飼育専用物件の入居者から「実は飼育するつもりで入居したのですが、好みの猫に出会えずもう3年ほど飼育してません。ですので、飼育していない月数×貸主の誠意を算出して賃料返金額を提示して欲しい」との連絡が来ました。わかるよ。わかる…って…なる…,RT @hetare808ceo: ペット飼育専用物件の入居者から「実は飼育するつもりで入居したのですが、好みの猫に出会えずもう3年ほど飼育してません。ですので、飼育していない月数×貸主の誠意を算出して賃料返金額を提示して欲しい」との連絡が来ました。わかるよ。わかる…って…なる…
2401,@shirayou1405 長かったっすね(笑)ぼけぇーとしちゃいました！,@shirayou1405 長かったっすね(笑)うっかりぇーとしちゃいました！
2402,@LXcqme しねぼけ,@LXcqme しねうっかり
2403,@nogi4meguru6 サラダバーを頼んだ事に対してすっとぼけをする事によってカオスな状況を生み出す高等テクニックだね。俺じゃなきゃ見逃してたね🤔,@nogi4meguru6 サラダバーを頼んだ事に対してすっとうっかりをする事によってカオスな状況を生み出す高等テクニックだね。俺じゃなきゃ見逃してたね🤔
2404,@GAO_gao_GA0 ちゃうわぼけ🥺,@GAO_gao_GA0 ちゃうわうっかり🥺
2405,「ちびスカシ！」「うるさいお前のほうがチビ」「ぼけェ！」「何がトラさんだ」「そっちこそ何がウサギや」「ふ、ふたりともケンカだめだよ…！」「さかみちの言う通りだぞ。ケンカするなら、しょうきちもしゅんすけもご飯抜きっショ」「わ、ワイのご飯…」「うぐ…」,「ちびスカシ！」「うるさいお前のほうがチビ」「うっかりェ！」「何がトラさんだ」「そっちこそ何がウサギや」「ふ、ふたりともケンカだめだよ…！」「さかみちの言う通りだぞ。ケンカするなら、しょうきちもしゅんすけもご飯抜きっショ」「わ、ワイのご飯…」「うぐ…」
2406,つーか、離脱するわァ…ぼけぇ愛してる…！nanacoのポイントボーナスを…！！アレ？五千ポイント超えてんすかアッハッハ♂マジッすか？♂うーれPィ＼(^o^)／つーて、どうでもええわァ！！！…ぼけぇ,つーか、離脱するわァ…うっかりぇ愛してる…！nanacoのポイントボーナスを…！！アレ？五千ポイント超えてんすかアッハッハ♂マジッすか？♂うーれPィ＼(^o^)／つーて、どうでもええわァ！！！…うっかりぇ
2407,待合室でぼけっとついった見てるなう。エアコン効いてるけどさっき着いてまだ暑いからしんどい。マスクマンしてると飲み物飲みにくいよね。ポカリ持って来てるけどね。,待合室でうっかりっとついった見てるなう。エアコン効いてるけどさっき着いてまだ暑いからしんどい。マスクマンしてると飲み物飲みにくいよね。ポカリ持って来てるけどね。
2408,@o_nem_san ねむちゃん💜私も記念に💛とスクショしようとしたり、いろいろしてたけど、ぼけぼけだし、ライブの細かい記憶が飛んでて💦今日はほんと見るのに集中しよう！って思ってる～。追いかけっこ最高だったね💜,@o_nem_san ねむちゃん💜私も記念に💛とスクショしようとしたり、いろいろしてたけど、うっかりうっかりだし、ライブの細かい記憶が飛んでて💦今日はほんと見るのに集中しよう！って思ってる～。追いかけっこ最高だったね💜
2409,RT @S_matenrou_HD14: 妻「あんたみたいな人の話を聞かない人が大家やって大丈夫なん」摩「ぼけ、人の話を聞かないから大家続けられたんや、ネットは嘘ばかりや」妻「なんで」摩「IRで楽待売掛金上位会社見てみぃ、NS、スマートディズ、水戸大家、tateru…,RT @S_matenrou_HD14: 妻「あんたみたいな人の話を聞かない人が大家やって大丈夫なん」摩「うっかり、人の話を聞かないから大家続けられたんや、ネットは嘘ばかりや」妻「なんで」摩「IRで楽待売掛金上位会社見てみぃ、NS、スマートディズ、水戸大家、tateru…
